26100 0.9848784469 0.0427321616 0.9524904215 0.0084415992
26600 0.9839093982 0.0417061890 0.9519266917 0.0078447549
27100 0.9872811125 0.0452759645 0.9518450185 0.0077582840
27600 0.9887694067 0.0468516841 0.9520380435 0.0079626477
28100 0.9888208028 0.0469060993 0.9523576512 0.0083010298
28600 0.9892103367 0.0473185152 0.9528846154 0.0088589489
29100 0.9862455443 0.0441795650 0.9529639175 0.0089429094
29600 0.9856800676 0.0435808711 0.9529138514 0.0088899022
30100 0.9877173339 0.0457378104 0.9527823920 0.0087507207
30600 0.9890525891 0.0471515012 0.9526960784 0.0086593369
31100 0.9894070835 0.0475268193 0.9520096463 0.0079325824
31600 0.9875967220 0.0456101136 0.9522151899 0.0081502000
32100 0.9873571094 0.0453564257 0.9519470405 0.0078662990
32600 0.9853354968 0.0432160595 0.9520705521 0.0079970660
33100 0.9857247210 0.0436281475 0.9519637462 0.0078839861
33600 0.9837875669 0.0415772011 0.9520089286 0.0079318225
34100 0.9839029672 0.0416993802 0.9518695015 0.0077842052
34600 0.9823291127 0.0400330744 0.9514450867 0.0073348594
35100 0.9827389849 0.0404670233 0.9516737892 0.0075769964
35600 0.9820449689 0.0397322395 0.9516853933 0.0075892821
36100 0.9829860453 0.0407285966 0.9516274238 0.0075279074
36600 0.9831045128 0.0408540231 0.9517418033 0.0076490057
37100 0.9813854219 0.0390339493 0.9518530997 0.0077668400
37600 0.9833319957 0.0410948687 0.9522273936 0.0081631206
38100 0.9819102140 0.0395895688 0.9515748031 0.0074721957
38600 0.9797696597 0.0373232741 0.9514896373 0.0073820270
39100 0.9804189788 0.0380107355 0.9516304348 0.0075310952
39600 0.9783513076 0.0358216052 0.9512626263 0.0071416809
40100 0.9768200938 0.0342004449 0.9511533666 0.0070260031
40600 0.9758055177 0.0331262705 0.9510467980 0.0069131745
41100 0.9719770472 0.0290729080 0.9513077859 0.0071894933
41600 0.9701102488 0.0270964502 0.9512019231 0.0070774119
42100 0.9703661587 0.0273673928 0.9515142518 0.0074080874
42600 0.9724418147 0.0295649769 0.9513497653 0.0072339386
43100 0.9708601659 0.0278904189 0.9510730858 0.0069410065
43600 0.9699837478 0.0269625183 0.9507167431 0.0065637315
44100 0.9711113125 0.0281563184 0.9507369615 0.0065851375
44600 0.9709056848 0.0279386117 0.9505325112 0.0063686775
45100 0.9683333639 0.0252151875 0.9504711752 0.0063037384
45600 0.9681627055 0.0250345044 0.9501370614 0.0059499981
46100 0.9694719953 0.0264207045 0.9501084599 0.0059197165
46600 0.9709618183 0.0279980426 0.9501341202 0.0059468841
47100 0.9724200103 0.0295418917 0.9503184713 0.0061420645
47600 0.9722135955 0.0293233517 0.9496060924 0.0053878390
48100 0.9703944848 0.0273973828 0.9488305613 0.0045667517
48600 0.9692129363 0.0261464277 0.9489454733 0.0046884137
49100 0.9674614313 0.0242920359 0.9487780041 0.0045111071
49600 0.9675093362 0.0243427548 0.9487399194 0.0044707852
50100 0.9661979026 0.0229542850 0.9488772455 0.0046161782
50600 0.9662573462 0.0230172205 0.9488883399 0.0046279243
51100 0.9661253695 0.0228774912 0.9489481409 0.0046912381
51600 0.9663727774 0.0231394323 0.9490067829 0.0047533249
52100 0.9682948843 0.0251744476 0.9489683301 0.0047126133
52600 0.9681473029 0.0250181970 0.9487880228 0.0045217144
53100 0.9669039544 0.0237018117 0.9489171375 0.0046584135
53600 0.9640513545 0.0206816444 0.9487873134 0.0045209633
54100 0.9643064979 0.0209517754 0.9490988909 0.0048508435
54600 0.9633105406 0.0198973137 0.9491071429 0.0048595801
55100 0.9630384400 0.0196092293 0.9489110708 0.0046519904
55600 0.9604980720 0.0169196350 0.9486510791 0.0043767263
56100 0.9618155891 0.0183145458 0.9483511586 0.0040591879
56600 0.9620792135 0.0185936560 0.9484540636 0.0041681377
57100 0.9619976908 0.0185073445 0.9484894921 0.0042056474
57600 0.9605672868 0.0169929157 0.9484157986 0.0041276250
58100 0.9615041858 0.0179848500 0.9486015491 0.0043242868
58600 0.9599364955 0.0163250704 0.9486134812 0.0043369198
59100 0.9595468532 0.0159125398 0.9486886633 0.0044165182
59600 0.9591637486 0.0155069308 0.9484270134 0.0041394986
60100 0.9597576143 0.0161356814 0.9481489185 0.0038450677
60600 0.9600208177 0.0164143459 0.9482673267 0.0039704315
61100 0.9583702923 0.0146668653 0.9480360065 0.0037255232
61600 0.9602187524 0.0166239077 0.9481939935 0.0038927906
62100 0.9604718854 0.0168919102 0.9482085346 0.0039081859
62600 0.9590126122 0.0153469164 0.9482228435 0.0039233352
63100 0.9598875911 0.0162732933 0.9484746434 0.0041899264
63600 0.9604430850 0.0168614180 0.9481132075 0.0038072591
64100 0.9599282131 0.0163163015 0.9477769111 0.0034512079
64600 0.9603242961 0.0167356512 0.9478328173 0.0035103982
65100 0.9605649533 0.0169904452 0.9478686636 0.0035483501
65600 0.9596163157 0.0159860826 0.9480754573 0.0037672913
66100 0.9589761940 0.0153083590 0.9479387292 0.0036225315
66600 0.9580537278 0.0143317053 0.9478228228 0.0034998166
67100 0.9578694605 0.0141366137 0.9475596125 0.0032211448
67600 0.9582631933 0.0145534752 0.9476701183 0.0033381420
68100 0.9583656192 0.0146619177 0.9476688693 0.0033368195
68600 0.9604506613 0.0168694394 0.9476858601 0.0033548084
69100 0.9615206529 0.0180022844 0.9478473227 0.0035257557
69600 0.9607593549 0.0171962662 0.9476293103 0.0032949368
70100 0.9616731913 0.0181637832 0.9477175464 0.0033883560
70600 0.9618855474 0.0183886135 0.9477160057 0.0033867248
71100 0.9634623058 0.0200579938 0.9479078762 0.0035898662
71600 0.9620297939 0.0185413333 0.9478701117 0.0035498834
72100 0.9623701014 0.0189016312 0.9479889043 0.0036756540
72600 0.9632413764 0.0198240866 0.9479511019 0.0036356311
73100 0.9637017391 0.0203114920 0.9477941176 0.0034694252
73600 0.9636274700 0.0202328601 0.9478430707 0.0035212538
74100 0.9621109711 0.0186272791 0.9479925776 0.0036795431
74600 0.9617877124 0.0182850315 0.9477379357 0.0034099430
75100 0.9626338610 0.0191808846 0.9476364847 0.0033025326
75600 0.9630830181 0.0196564260 0.9476851852 0.0033540939
76100 0.9635262730 0.0201257186 0.9474375821 0.0030919461
76600 0.9640906621 0.0207232610 0.9471605744 0.0027986664
77100 0.9647738287 0.0214465582 0.9469844358 0.0026121811
77600 0.9631930570 0.0197729288 0.9470521907 0.0026839160
78100 0.9632508069 0.0198340711 0.9468790013 0.0025005531
78600 0.9633078221 0.0198944355 0.9470260814 0.0026562730
79100 0.9632412071 0.0198239073 0.9470764855 0.0027096379
79600 0.9634197037 0.0200128892 0.9470634422 0.0026958285
80100 0.9634745969 0.0200710069 0.9469881398 0.0026161027
80600 0.9634081870 0.0200006960 0.9470998759 0.0027344024
81100 0.9634624744 0.0200581723 0.9470098644 0.0026391033
81600 0.9617289391 0.0182228057 0.9470281863 0.0026585015
82100 0.9627401378 0.0192934043 0.9471224117 0.0027582619
82600 0.9615027678 0.0179833486 0.9470338983 0.0026645491
83100 0.9602802878 0.0166890578 0.9471119134 0.0027471469
83600 0.9596538983 0.0160258730 0.9470843301 0.0027179434
84100 0.9598441716 0.0162273233 0.9471165279 0.0027520326
84600 0.9609515468 0.0173997478 0.9471335697 0.0027700754
85100 0.9607892289 0.0172278951 0.9469888367 0.0026168404
85600 0.9616509945 0.0181402825 0.9469334112 0.0025581592
86100 0.9606960825 0.0171292771 0.9467044135 0.0023157097
86600 0.9605380512 0.0169619627 0.9468100462 0.0024275475
87100 0.9607166953 0.0171511008 0.9467853042 0.0024013521
87600 0.9611152668 0.0175730851 0.9467893836 0.0024056711
88100 0.9612886073 0.0177566080 0.9468785471 0.0025000722
88600 0.9609113381 0.0173571773 0.9469384876 0.0025635338
89100 0.9615203371 0.0180019500 0.9469276094 0.0025520166
89600 0.9595183956 0.0158824106 0.9467633929 0.0023781536
90100 0.9582940002 0.0145860917 0.9466148724 0.0022209087
90600 0.9584781275 0.0147810350 0.9464955850 0.0020946142
91100 0.9602610244 0.0166686628 0.9465285401 0.0021295051
91600 0.9596894466 0.0160635094 0.9467112445 0.0023229420
92100 0.9591240748 0.0154649265 0.9465933768 0.0021981504
92600 0.9600346779 0.0164290203 0.9468817495 0.0025034627
93100 0.9597868052 0.0161665870 0.9469522019 0.0025780537
93600 0.9594377117 0.0157969871 0.9469017094 0.0025245951
94100 0.9598155475 0.0161970177 0.9469845909 0.0026123452
94600 0.9597783053 0.0161575879 0.9469873150 0.0026152294
95100 0.9600481467 0.0164432803 0.9471608833 0.0027989934
95600 0.9597049896 0.0160799655 0.9472018828 0.0028424014
96100 0.9587584021 0.0150777735 0.9471774194 0.0028165008
96600 0.9580229002 0.0142990667 0.9470108696 0.0026401676
97100 0.9581960977 0.0144824383 0.9470520082 0.0026837228
97600 0.9589651930 0.0152967117 0.9469006148 0.0025234362
98100 0.9590327180 0.0153682033 0.9468781855 0.0024996894
98600 0.9591981599 0.0155433636 0.9467545639 0.0023688060
99100 0.9595581410 0.0159244907 0.9467709384 0.0023861424
99600 0.9598168960 0.0161984455 0.9467871486 0.0024033048
