500 66800 49000 29700 55850 46600 29850
600 86850 56900 38400 73200 55200 40600
700 106200 71400 50500 93050 65850 45300
800 123450 77850 60000 108500 116250 84650
900 210600 115350 62750 118950 108650 73500
1000 156900 156050 78500 135250 123950 86550
1100 180000 118750 80650 157200 112000 89900
1200 239200 128500 156700 275600 188600 151800
1300 343600 138500 106050 188950 133650 105600
1400 252900 226450 110600 204700 143650 106150
1500 260150 172000 122600 233500 160850 160450
1600 276450 185650 125600 238500 153750 112500
1700 276050 192250 126050 286100 165900 121450
1800 283850 180850 130700 252900 179500 127050
1900 318000 210150 148100 266800 193600 144250
2000 264700 151250 154900 288250 212200 153350
2100 348800 226500 169200 320250 230850 172100
2200 383800 254550 188400 496950 279700 183100
2300 428000 207050 147100 300450 332700 196350
2400 408850 283750 207400 397700 266450 209100
2500 756550 304100 219600 411200 296850 250450
2600 486100 320000 238350 393650 268750 207650
2700 466750 292400 218800 416050 286100 214150
2800 473650 538850 225000 426150 294550 223250
2900 499150 316300 237300 440550 304800 239950
3000 641950 342400 249500 470600 324150 243000
3100 531900 343150 248500 476800 338400 248750
3200 552300 343650 258300 493250 338350 257600
3300 470050 267100 214650 417450 271050 211400
3400 580050 291250 226600 453500 285150 219450
3500 864300 425450 239900 443050 299500 219900
3600 636750 428450 333950 582350 398750 299650
3700 662250 309450 231500 532100 365300 304550
3800 665650 426100 321250 599250 450600 324450
3900 760500 321400 291300 610200 439050 320950
4000 723650 450250 354250 640700 474050 350450
4100 732350 460550 354200 650400 478900 347600
4200 953200 571300 364200 694200 505450 370550
4300 773900 382300 369250 706500 575700 369000
4400 831400 514200 396800 731500 488450 383950
4500 884550 518000 398400 744700 510550 398800
4600 829150 538250 417150 753850 510000 402550
4700 1063300 586350 426350 777850 517350 409400
4800 902800 587500 414100 781350 520200 413900
4900 917950 599850 454750 841450 601650 438850
5000 928100 591600 443350 848850 579150 455650
5100 943450 452050 368500 693750 416800 348950
5200 966350 627100 473450 865950 574750 463150
5300 1041600 623250 476700 923800 610550 472050
5400 1009800 522950 386750 896900 610850 481900
5500 1037700 652300 499750 927500 650200 518500
5600 1092100 704650 516350 942500 676650 495250
5700 1065550 693850 536750 970100 642700 517100
5800 1104750 702100 560100 997600 685450 535050
